Agrément	Localité	Désignation	Ligue	Département
3369002	NEUVILLE SUR SAONE	COMPAGNIE DE TIR A L'ARC	3300000	3369000
3369006	VILLEURBANNE CIE HERACLES	COMPAGNIE HERACLES	3300000	3369000
3369008	ASCUL LYON	A.S.C.U.L. TIR A L'ARC	3300000	3369000
3369016	VILLEFRANCHE	CIE DES ARCHERS CALADOIS	3300000	3369000
3369021	ANSE	CIE ARCHERS ANSOIS	3300000	3369000
3369024	RILLIEUX	ASCS TIR A L'ARC	3300000	3369000
3369025	LOZANNE	CIE DES ARCHERS LOZANNAIS	3300000	3369000
3369027	CALUIRE	LES ARCHERS DE CALUIRE	3300000	3369000
3369034	CHASSIEU	CHASSIEU TIR A L'ARC	3300000	3369000
3369038	CHAPONOST	EXCELSIOR	3300000	3369000
3369039	VIENNE OLYMPIQUE	TIR OLYMPIQUE VIENNOIS	3300000	3369000
3369049	DARDILLY	CIE D'ARCHERS DE DARDILLY	3300000	3369000
3369050	BRIGNAIS	ESPERANCE ET VAILLANTES	3300000	3369000
3369051	LISSIEU	ASCMO LISSIEU	3300000	3369000
3369054	PUSIGNAN	CIE TIR ARC DE PUSIGNAN	3300000	3369000
3369055	OULLINS	LA FRATERNELLE D'OULLINS	3300000	3369000
3369060	LYON 9EME	LES ARCHERS DU 9EME	3300000	3369000
3369062	LYON 8EME	LES LIONS DU 8EME	3300000	3369000
3369072	IRIGNY	CIE D'ARCHERS IRIGNOIS	3300000	3369000
3369074	CORBAS	LES ARCHERS DE CORBAS	3300000	3369000
3369076	MEYZIEU	C.T.A. MAJOLANE	3300000	3369000
3369081	LYON 7EME	ARCHERS DE LUGDUNUM VII	3300000	3369000
3369086	COMMUNAY	LES ARCHERS DE CORNAVAN	3300000	3369000
3369087	SLCTA	ST LAURENT DE CHAMOUSSET TIR A L'ARC	3300000	3369000
3369088	ST SYMPHORIEN SUR COISE	LES ARCHERS DES MONTS DU LYONNAIS	3300000	3369000
3369089	LA TOUR DE SALVAGNY	SAGITTAIRE	3300000	3369000
3369094	BRON CLUB DES ARCHERS	LES ARCHERS DE BRON	3300000	3369000
3369095	SAINTE FOY LES LYON	LES ARCHERS DE L'OUEST	3300000	3369000
3369098	SAINT GERMAIN AU MONT D,OR	LES ARCHERS DES MONTS D'OR	3300000	3369000
3369099	VENISSIEUX	RHONE POULENC SPECIA	3300000	3369000
3369106	VILLEURBANNE GSL	GROUPE SPORTIF LUGDUNUM	3300000	3369000
3369107	MARCY L'ETOILE	ARCHERS DE MARCY CHARBONNIERES	3300000	3369000
3369108	L'ARBRESLE	MJC DE L'ARBRESLE	3300000	3369000
3369112	BRON TIR A L'ARC	BRON TIR A L'ARC	3300000	3369000
3369116	ST PRIEST	ARC EN CIEL ST PRIEST	3300000	3369000
3369117	TARARE	1ERE CIE DE TIR A L'ARC TARARE	3300000	3369000
3369124	AMPLEPUIS	LES ARCHERS D'AMPLEPUIS	3300000	3369000
3369126	SAINT JEAN DE TOUSLAS	REN'ARC	3300000	3369000
3369127	T.A. GIVORS GIER SUD	TAGGS	3300000	3369000
3369128	ST GENIS L'ARGENTIERE	ARCHERS SAINT GENOIS	3300000	3369000
3369131	AMPUIS	P.A.N.D.A.	3300000	3369000
3373001	AIX LES BAINS	1ER CIE D'AIX LES BAINS	3300000	3373000
3373007	ALBERTVILLE	1ERE CIE D'ALBERTVILLE	3300000	3373000
3373011	CHAMBERY	1ERE CIE D'ARC DE CHAMBERY	3300000	3373000
3373031	SAINT ALBAN-LEYSSE	LES COMPAGNONS D'ULYSSE	3300000	3373000
3373043	COISE	LES ARCHERS DU VAL COISIN	3300000	3373000
3373106	BARBERAZ	LES ARCHERS DE BARBERAZ	3300000	3373000
3373113	CHALLES LES EAUX	LES ARCHERS DU ROC NOIR	3300000	3373000
3373116	COURCHEVEL	COURCHEVEL ARCHERY	3300000	3373000
3373127	LE BOURGET DU LAC	TENNIS CLUB DU BOURGET DU LAC	3300000	3373000
3373128	ARGENTINE	COMPAGNIE DE L'ARC	3300000	3373000
3373130	MOUTIERS	1ERE CIE D'ARC DE MOUTIERS	3300000	3373000
3373145	BOURG SAINT MAURICE	LES ARCHERS DE L'EDELWEISS	3300000	3373000
3374013	THONON LES BAINS	LES ARCHERS DE RIPAILLE	3300000	3374000
3374014	ANNECY	A.S.O. - S.N.R.ANNECY	3300000	3374000
3374016	ANNEMASSE	1 ERE CIE ANNEMASSE	3300000	3374000
3374025	ANNECY ST SEBASTIEN	CIE D'ARC ST SEBASTIEN	3300000	3374000
3374026	CLUSES	ARC CLUB CLUSIEN	3300000	3374000
3374034	SAMOENS	LES ARCHERS DE SAMOENS	3300000	3374000
3374039	SALLANCHES	LES ARCHERS DE LA SALLANCHE	3300000	3374000
3374052	BONNEVILLE	LES ARCHERS DU FAUCIGNY	3300000	3374000
3374055	MARIGNIER	LES ARCHERS DE L'ARVE	3300000	3374000
3374069	SEYNOD	CIE DE TIR A L'ARC LES SAGITTAIRES	3300000	3374000
3374074	ST JORIOZ	LES ARCHERS DU LAC	3300000	3374000
3374079	ST JULIEN EN GENEVOIS	CIE ARCHERS ST JULIEN	3300000	3374000
3374081	THONES	ARCHERS VALLEE THONES	3300000	3374000
3374086	ANNECY LE VIEUX	COMPAGNIE DES ARCHERS DU LAC D'ARGENT	3300000	3374000
3374131	TANINGES	LES ARCHERS JACQUEMARD	3300000	3374000
3374133	BERNEX	LES ARCHERS DU GAVOT	3300000	3374000
3374140	POISY	POISY ANIMATION JEUNES	3300000	3374000
3374141	LOISIN	L'ARQUEBUSE DE DOUVAINE	3300000	3374000
342A002	SARTENE	ARC CLUB SARTENAIS	3400000	342A000
342A007	CARGESE	INSEME TIR A L'ARC	3400000	342A000
342A015	LECCI	ARCHER-CLUB DE LECCI	3400000	342A000
342A017	MEZZAVIA  AJACCIO ASPTT	ASPTT AJACCIO	3400000	342A000
342A018	AJACCIO CEDEX 1	ASSOCIATION CORSE DES ARCHERS D'AJACCIO	3400000	342A000
342B008	BASTIA ASPTT	ASPTT BASTIA	3400000	342B000
342B009	CALVI	CLUB DE CALVI BALAGNE	3400000	342B000
342B014	BASTIA PIETRABUGNO	CIE D'ARC DE PIETRABUGNO	3400000	342B000
3597001	ST PIERRE	LES ARCHERS DE ST-PIERRE REUNIO	3500000	3535
3597012	LE PORT	LES ARCHERS PORTOIS	3500000	3535
3597015	ST GILLES LES BAINS	LA FLECHE DE L'OUEST	3500000	3535
3597022	SAINT DENIS DE LA REUNION	ARCHERS DE SAINT DENIS	3500000	3535
3597024	SAINT ANDRE	LES ARCHERS DU COLOSSE	3500000	3535
3597025	OUANGANI	ARCHERS DE L'HIPPOCAMPE	3500000	3535
3697002	CAYENNE	LES ARCHERS DE CAYENNE	3600000	3636
3697003	CACAO	LES ARCHERS DE CACAO	3600000	3636
3797104	POINTE A PITRE ARCHERS	ARCHERS DE POINTE A PITRE	3700000	3737
3797107	ST BARTHELEMY	MRS FRANCS ARCHERS DE ST BARTHELEMY	3700000	3737
3797115	SAINT MARTIN	LES ARCHERS DE SAINT MARTIN	3700000	3737
3797116	GRAND BOURG	SE ARC-LA ANN MARIE GALANTE	3700000	3737
3899001	NOUMEA	COMPAGNIE D'ARC DE NOUMEA	3800000	3838
3899002	MONT DORE	ARCHERIE CLUB MONT DORE	3800000	3838
3899003	PAITA	LES ARCHERS DE PAITA	3800000	3838
3899005	LA FOA	LES ARCHER C.M.O LA FOA	3800000	3838
3899106	TOUHO	CIE DES ARCHERS DE LA COTE EST	3800000	3838
3899108	POUEMBOUT	LES ARCHERS DE LA TIPINGA	3800000	3838
3899109	KOUMAC	LES ARCHERS DE KOUMAC	3800000	3838
3899110	NOUMEA	LES FLECHES DE DUMBEA	3800000	3838
3997001	FORT DE FRANCE	ASSOCIATION CARIBEENNE DE TIR A L'ARC	3900000	3939
3997002	TSCP	TRAP-SKEET-CIBLE-PILOTIN	3900000	3939
3997005	LAMENTIN	LE MOUSQUET	3900000	3939
