Agrément	Localité	Désignation	Ligue	Département	Code postal
2383066	BAGNOLS EN FORET	CLUB DES ARCHERS BAGNOLAIS	2300000	2383000	83600
2383070	PUGET SUR ARGENS	LES ARCHERS PUGETOIS	2300000	2383000	83480
2418002	ARGENT SUR SAULDRE	LA FLECHE D'ARGENT	2400000	2418000	18410
2418004	BOURGES 1	1 ERE CIE ARCHERS DE BOURGES	2400000	2418000	18000
2418005	BOURGES AC	BOURGES ARC CLUB	2400000	2418000	18000
2418015	ST AMAND MONTROND	ARCHERS SAINT AMANDOIS	2400000	2418000	18170
2418045	ST GERMAIN DU PUY	ST GERMAIN DU PUY 1ERE	2400000	2418000	18390
2418062	VIERZON 1ER	1ERE CIE DES ARCHERS VIERZONNAIS	2400000	2418000	18100
2418101	AVORD	AVORD TIR A L'ARC	2400000	2418000	18390
2418118	DUN SUR AURON	SOCIETE D'INITIATION PHYSIQUE ET SPORTIV	2400000	2418000	18130
2418126	CHATEAUNEUF SUR CHER	CLUB DE CHATEAUNEUF/CHER - PLUME DE DIAN	2400000	2418000	18190
2418129	BELLEVILLE SUR LOIRE	LES ARCHERS DE BELLEVILLE SUR LOIRE	2400000	2418000	18240
2418132	LA GUERCHE SUR L'AUBOIS	CIE DES ARCHERS DU VAL D'AUBOIS	2400000	2418000	18150
2418138	MEHUN SUR YEVRE	MEHUN ARCHERS DE CHARLES VII	2400000	2418000	18500
2418139	ST FLORENT SUR CHER	SAINT FLORENT USF ARC CLUB	2400000	2418000	18400
2418140	VIERZON	LES ARCS ANGES DE VIERZON	2400000	2418000	18100
2418144	SANCERGUES	SANCERGUES, LES ARCHERS DE LA VAUVISE	2400000	2418000	18140
2428011	LEVES	A.CLUB VALLEE DE L'EURE	2400000	2428000	28300
2428027	NOGENT LE ROTROU	LES ARCHERS DU PERCHE	2400000	2428000	28400
2428031	CHARTRES	HORIZON DE BEAULIEU	2400000	2428000	28630
2428037	DREUX	CLUB ARCHERS DROUAIS	2400000	2428000	27320
2428059	NOGENT LE ROI	COMPAGNIE DE NOGENT LE ROI	2400000	2428000	28210
2428066	GAS	GAS U.S. TIR A L'ARC	2400000	2428000	28320
2428068	LUCE	COMPAGNIE DE LUCE	2400000	2428000	28110
2428071	EPERNON	A.E.A.S. D'EPERNON	2400000	2428000	28230
2428075	GALLARDON	LES ARCHERS DE LA TOUR	2400000	2428000	28320
2428079	ARROU	COMPAGNIE D'ARC D'ARROU	2400000	2428000	28290
2428080	VOVES	ARC EN CIEL	2400000	2428000	28150
2428090	AUNEAU	ENTENTE SPORTIVE ALNELOISE	2400000	2428000	28700
2428092	CHATEAUDUN	ARC CLUB DUNOIS	2400000	2428000	28200
2428094	HANCHES	ARC HANCHES	2400000	2428000	28130
2428095	ILLIERS COMBRAY	ESPERANCE ISLERIENNE	2400000	2428000	28120
2428103	JOUY ST PREST	LA FLECHE ETOILEE	2400000	2428000	28300
2428104	BROU	ETOILE DE BROU	2400000	2428000	28160
2428113	BERCHERES SUR VESGRE	LES ARCHERS DE LA VILLE L'EVEQUE	2400000	2428000	28260
2428115	CLOYES SUR LE LOIR	LES COMPAGNONS DE DIANE	2400000	2428000	28220
2428116	NOGENT LE PHAYE	ASS. DE NOGENT LE PHAYE	2400000	2428000	28630
2428127	COURVILLE S/EURE AC	ARC CLUB COURVILLOIS	2400000	2428000	28190
2436006	CHATEAUROUX	1ERE CIE DE TIR A L'ARC DE CHATEAUROUX	2400000	2436000	36000
2436025	ISSOUDUN	LES ARCHERS DU BEFFROY	2400000	2436000	36100
2436042	LEVROUX	1ERE CIE D'ARCHERS DES TOURS ...	2400000	2436000	36110
2436056	ARGENTON SUR CREUSE	ARCHER CLUB ARGENTONNAIS	2400000	2436000	36200
2436074	LE BLANC	CIE LE BLANC ARCHER	2400000	2436000	36300
2436109	CLUIS	LES ARCHERS DU LUMA	2400000	2436000	36340
2436130	BELABRE	CIE BELABRAISE DE TIR A L'ARC	2400000	2436000	36370
2436135	TOURNON SAINT MARTIN	CIE DES ARCHERS DE TOURNON	2400000	2436000	36220
2437008	JOUE LES TOURS	ARC JOCONDIEN	2400000	2437000	37300
2437010	LA CROIX EN TOURAINE	LES ARCHERS DE LA CROIX EN TOURAINE	2400000	2437000	37150
2437014	MONTLOUIS-SUR-LOIRE	COMPAGNIE D'ARC DU VAL DE LOIRE	2400000	2437000	37000
2437019	CHAMBRAY LES TOURS	UNION SPORTIVE DE CHAMBRAY	2400000	2437000	37170
2437023	TOURS FAT	FRANCS ARCHERS DE TOURAINE	2400000	2437000	37100
2437026	AMBOISE	ATHLETIC CLUB AMBOISIEN	2400000	2437000	37403
2437029	LOCHES	1ERE CIE DES ARCHERS LOCHOIS	2400000	2437000	37600
2437035	TOURS US	U.S. TOURS	2400000	2437000	37000
2437060	LUYNES	CIE DES ARCHERS A.S.L.	2400000	2437000	37230
2437064	ESB TIR A L'ARC	ENTENTE SPORTIVE BOURGUEIL - SECTION TIR A L ARC	2400000	2437000	37140
2437072	CHINON	CHINON A.S.C.A.R.	2400000	2437000	37220
2437076	AZAY SUR CHER	AZAY ARC CLUB	2400000	2437000	37270
2437077	SAINT AVERTIN	SAINT AVERTIN CASAS	2400000	2437000	37550
2437084	CHANCEAUX.SUR.CHOISILLE	A.S.C.CHANCEAUX.SUR.CHOISILLE	2400000	2437000	37390
2437100	NOUZILLY	NOUZILLY INRA	2400000	2437000	37380
2437120	ST BRANCHS	LES ARCHERS DE L'ECHANDON	2400000	2437000	37250
2437123	ST ETIENNE DE CHIGNY	CIE DES ARCHERS DE ST ETIENE DE CHIGNY	2400000	2437000	37230
2437131	ST CYR SUR LOIRE	REVEIL SPORTIF ST CYR TIR A L'ARC	2400000	2437000	37540
2437134	CLERE LES PINS	1ERE CIE D'ARC DE CLERE LES PINS	2400000	2437000	37340
2437137	MONTBAZON	LES ARCHERS DE MONTBAZON	2400000	2437000	37250
2437143	RICHELIEU	RICHELAIS JEUNESSE SPORTIVE	2400000	2437000	37120
2437145	CHOUZE SUR LOIRE	CIE DES ARCHERS DU BOURGUEILLOIS	2400000	2437000	37140
2441001	MONTOIRE SUR LE LOIR	LES ARCHERS MONTOIRIENS	2400000	2441000	41800
2441013	SALBRIS	SALBRIS TIR A L'ARC	2400000	2441000	41300
2441021	BLOIS AYDES	ABEILLE DES AYDES	2400000	2441000	41000
2441034	SELLES SUR CHER	LES ARCHERS SELLOIS	2400000	2441000	36210
2441053	ROMORANTIN	SAINT MARTIN SPORTS	2400000	2441000	41200
2441055	LAMOTTE BEUVRON	A.S.LAMOTTE LES PLUMES D'OR	2400000	2441000	41600
2441069	CONTRES EV	COMPAGNIE ARCHERS EVEIL DE CONTRES	2400000	2441000	41700
2441088	VENDOME	ARCHER CLUB VENDOMOIS	2400000	2441000	41100
2441099	BLOIS	ROTO SPORTS	2400000	2441000	41000
2441117	CONTRES AC	TIR A L ARC CONTROIS	2400000	2441000	41700
2441128	VINEUIL	VINEUIL SPORTS TIR A L'ARC	2400000	2441000	41350
2441133	MONT PRES CHAMBORD	CLUB DES JEUNES TIR A L'ARC	2400000	2441000	41250
2441136	DROUE	LA FLECHE DE DROUE	2400000	2441000	41270
2441141	CHOUZY SUR CISSE	LES ARCHERS DE CHOUZY SUR CISSE	2400000	2441000	41150
2445003	ORLEANS LA SOURCE	B.R.G.M. SECTION TIR A L'ARC	2400000	2445000	45060
2445017	FLEURY LES AUBRAIS	FLEURY LES AUBRAIS-SARAN	2400000	2445000	45770
2445024	BEAUGENCY	ETOILE BALGENTIENNE	2400000	2445000	45190
2445028	PITHIVIERS	LES CHARDONS	2400000	2445000	45300
2445030	SIGLOY	CIE DES ARCHERS DU VAL D'OR	2400000	2445000	45550
2445040	ORLEANS 1ER	1 ERE COMPAGNIE D'ARC	2400000	2445000	45400
2445047	AMILLY J3 ARC	CIE AMILLY	2400000	2445000	45200
2445049	SAINT JEAN DE BRAYE	LES ARCHERS DE LA S.M.O.C.	2400000	2445000	45800
2445067	BELLEGARDE LA ROSE	ARCHERS DE LA ROSE	2400000	2445000	45270
2445081	TRAINOU	LES ARCHERS DE LANCELOT DU LAC	2400000	2445000	45470
2445093	NEUVILLE AUX BOIS	LES ARCHERS DE NEUVILLE	2400000	2445000	45170
2445098	SULLY SUR LOIRE	CIE DES ARCHERS DU SULLIAS	2400000	2445000	45600
2445102	LA FERTE ST AUBIN	ENTENTE SPORTIVE DU COSSON	2400000	2445000	45240
2445106	PERS EN GATINAIS	PERS UNION MULTI ACTIVITES	2400000	2445000	45210
2445107	OUZOUER SUR LOIRE	LES ARCHERS D OUZOUER	2400000	2445000	45570
2445108	ST JEAN LE BLANC	SAINT JEAN LE BLANC TIR A L'ARC	2400000	2445000	45650
2445112	INGRE	LES ARCHERS D INGRE	2400000	2445000	45140
2445121	ST JEAN DE LA RUELLE	ST JEAN DE LA RUELLE TIR A L'ARC	2400000	2445000	45140
2445122	ARCHERS DIONYSIENS CIE	COMPAGNIE DES ARCHERS DIONYSIENS	2400000	2445000	45150
2445125	FERRIERES ENTENTE	ENTENTE SPORTIVE GATINAISE	2400000	2445000	45210
2445142	COURTENAY	AVENIR COURTENAY TIR A L'ARC	2400000	2445000	45320
2445146	OLIVET	OLIVET TIR A L'ARC	2400000	2445000	45160
2575003	PARIS ARC CLUB	PARIS ARC CLUB	2500000	250075000	75016
2575005	PARIS 12 ARC CLUB	ARC CLUB PARIS 12	2500000	250075000	75012
2575052	PARIS APSAP	APSAP VILLE DE PARIS	2500000	250075000	75011
2575091	PARIS 13 USMT	USMT PARIS 13	2500000	250075000	75013
2575098	PARIS INTER ACTIVITES	CIP INTER ACTIVITES	2500000	250075000	75002
2575099	PARIS ARCHERS	LES ARCHERS DE PARIS	2500000	250075000	75016
2575100	MESSINE PARIS AS	A S MESSINE PARIS	2500000	250075000	92500
2575103	MONNAIE DE PARIS	CIE D ARC DE LA MONNAIE	2500000	250075000	75270
2575118	PARIS 13 USCMB	PARIS 13 - USCMB	2500000	250075000	75013
2575122	PARIS ASRTL	ASS. SPORT. RENCONTRES	2500000	250075000	75012
2575191	PARIS TROIS LYS	ARCHERS DES TROIS LYS	2500000	250075000	75016
2575197	PARIS 18 LA CHAPELLE	AFRPC LES ARCHERS DE LA CHAPELLE	2500000	250075000	75018
2575200	PARIS US GAZELEC IDF	US GAZELEC IDF	2500000	250075000	75009
2575207	 PARIS CERCLE OL	CERCLE DE PARIS O.L.	2500000	250075000	75005
2575213	PARIS 5EME	SECTION OLYMPIQUE ST MEDARD	2500000	250075000	75005
2575215	PARIS	COMPAGNIE CECI-ARC DE PARIS	2500000	250075000	75006
2578015	VERSAILLES	TIR NATIONAL DE VERSAILLES	2500000	250078000	78000
2578018	AUBERGENVILLE	C S M A E AUBERGENVILLE	2500000	250078000	78410
2578021	FONTENAY LE FLEURY	LES COMPAGNONS DE L'ARC	2500000	250078000	78330
2578023	VIROFLAY	CIE D'ARC DE VIROFLAY	2500000	250078000	78220
2578038	CONFLANS SAINTE-HONORINE	U.S.C TIR A L'ARC	2500000	250078000	78700
2578048	MEULAN	COMPAGNIE DE MEULAN	2500000	250078000	78250
2578056	HOUILLES	SO HOUILLES	2500000	250078000	78800
2578059	HARDRICOURT	CIE D'ARC D'HARDRICOURT	2500000	250078000	78250
2578060	BOIS D'ARCY	A.S.B.A TIR A L'ARC	2500000	250078000	78390
2578067	VILLEPREUX	CIE D'ARC DE VILLEPREUX	2500000	250078000	78450
2578070	GARGENVILLE	C.O.G.	2500000	250078000	78440
2578082	ACHERES	CLOCA ACHERES	2500000	250078000	78260
2578086	GUYANCOURT ARCHERS	LES ARCHERS DE GUYANCOURT	2500000	250078000	78280
2578088	LE PECQ	ASSOCIATION ARCHERS ALPICOIS	2500000	250078000	78230
2578097	SAINT ARNOULT EN YVELINES	U.S. ST ARNOULT	2500000	250078000	78730
2578102	RAMBOUILLET	CIE D'ARC SAINT HUBERT	2500000	250078000	78125
2578107	MANTES LA JOLIE	A.S. MANTAISE	2500000	250078000	78200
2578114	MAREIL MARLY	LA FLECHE MAREILOISE	2500000	250078000	78750
2578121	LES MUREAUX	CIE D'ARC DES MUREAUX	2500000	250078000	78130
2578125	BREVAL	CIE D'ARC DE BREVAL	2500000	250078000	78200
2578126	LES ESSARTS LE ROI	ESSARTS CLUB ARCHERIE	2500000	250078000	78690
2578135	MONTIGNY LE BRETONNEUX	CTA A.S.MONTIGNY LE BRETONNEUX	2500000	250078000	78180
2578137	TRAPPES	COMPAGNIE D'ARC DE TRAPPES	2500000	250078000	78190
2578138	ROCHEFORT EN YVELINES	ARCHERS GUY LE ROUGE	2500000	250078000	78730
2578143	CARRIERES SUR SEINE	ARCHERS CARRIERES USMC	2500000	250078000	78420
2578149	VOISINS LE BRETONNEUX	LES ARCHERS DE VOISINS	2500000	250078000	78960
2578152	VILLIERS ST FREDERIC	CIE ARCHERS VILLERSOIS	2500000	250078000	78640
2578153	POISSY	AS POISSY TIR A L'ARC	2500000	250078000	78300
2578154	COIGNIERES	ARCHERS DE COIGNIERES	2500000	250078000	78310
2578170	MARLY LE ROI	CIE DES ARCHERS DE MARLY	2500000	250078000	78160
2578171	MAGNY LES HAMEAUX	COMPAGNIE DE MAGNY	2500000	250078000	78114
2578173	MAUREPAS	MAUREPAS TIR A L'ARC	2500000	250078000	78310
2578187	BUC	CIE D ARC DE BUC	2500000	250078000	78530
2578189	ELANCOURT	CIE D ARC D ELANCOURT	2500000	250078000	78990
2578194	ROCQUENCOURT	UNION SPORTIVE MUNICIPALE  ROCQUENCOURT	2500000	250078000	78150
2578195	BAZAINVILLE	CIE D'ARCHERS DU PAYS HOUDANAIS	2500000	250078000	78550
2578202	GUYANCOURT CIE CNCA	CLUB SPORTIF CA-CL TIR A L'ARC	2500000	250078000	78280
2578203	MONTESSON	PRO PATRIA MONTESSON	2500000	250078000	78360
2578205	MAISONS LAFFITTE CIE	CIE D'ARC DE MAISONS LAFFITTE	2500000	250078000	78600
2578206	JUMEAUVILLE	LES ARCHERS JUMEAUVILLOIS	2500000	250078000	78580
2578208	ST GERMAIN EN LAYE	LES ARCHERS D'ULYSSE	2500000	250078000	78100
2578212	VESINET	LES ARCHERS DU VESINET	2500000	250078000	78400
2578214	CHEVREUSE	LES ARCS DE CHEVREUSE	2500000	250078000	78460
2591013	MORSANG SUR ORGE	CIE DE MORSANG S/ORGE	2500000	250091000	91390
2591014	SOISY SUR SEINE	ARCHERS DU GRAND VENEUR	2500000	250091000	91800
2591024	DRAVEIL	ARCHERS DE DRAVEIL SENART VAL DE SEINE	2500000	250091000	91210
2591026	DOURDAN	CIE D'ARC DU HUREPOIX	2500000	250091000	91410
2591031	QUINCY SOUS SENART	1E CIE D'ARC DES CHEVALIERS DE QUINCY	2500000	250091000	91330
2591043	MASSY	AMICALE LAIQUE DE MASSY	2500000	250091000	91300
2591044	ETRECHY	ASE TIR A L'ARC D'ETRECHY	2500000	250091000	91580
2591049	PALAISEAU	LES ARCHERS DE L'ABBAYE	2500000	250091000	91120
2591051	STE GENEVIEVE DES BOIS	LES ARCHERS DU DONJON	2500000	250091000	91700
2591057	LES ULIS	ARCHERS TERRE BRULEE	2500000	250091000	91940
2591058	ETAMPES	CIE DES ARCHERS D ETAMPES	2500000	250091000	91150
2591066	ORSAY	LES ARCHERS D'ORSAY	2500000	250091000	91940
2591072	ATHIS MONS	USOAM TIR A L'ARC	2500000	250091000	91200
2591073	GRIGNY US	U.S.GRIGNY	2500000	250091000	91390
2591083	VILLEMOISSON	LES ARCHERS DE VILLEMOISSON	2500000	250091000	91360
2591090	BOUSSY ST ANTOINE	LES SAGITTAIRES	2500000	250091000	91800
2591101	MENNECY VILLEROY	CIE DES ARCHERS DE MENNECY-VILLEROY	2500000	250091000	91540
2591104	SAINTRY SUR SEINE	COMPAGNIE D'ARC DE SAINTRY SUR SEINE	2500000	250091000	91250
2591110	MORANGIS	MORANGIS - CHILLY (CIE D'ARC DE )	2500000	250091000	91420
2591119	LA FERTE ALAIS	C.F.T.A. II	2500000	250091000	91590
2591128	FORGES LES BAINS	LES ARCHERS DE L'HUREPOIX	2500000	250091000	91470
2591136	GIF SUR YVETTE	ARCHERS DU MOULON	2500000	250091000	91193
2591141	BIEVRES	NOUVELLE ARCADIE	2500000	250091000	91570
2591142	VILLEBON SUR YVETTE	ARCHERS DE VILLEBON	2500000	250091000	91140
2591145	WISSOUS	CIE D ARC DE HUILT SOULZ	2500000	250091000	92160
2591164	LISSES	CIE D'ARC DE LISSES	2500000	250091000	91090
2591168	SAINT VRAIN	CIE D'ARC DE SAINT VRAIN	2500000	250091000	91770
2591179	SAULX LES CHARTREUX	CIE D'ARCHERS SALUCEENS	2500000	250091000	91160
2591180	VILLABE	VILLABE - LA FLECHE ETOILEE	2500000	250091000	91100
2591181	MARCOUSSIS	COMPAGNIE DES CELESTINS	2500000	250091000	91460
2591182	EGLY	CIE DE TIR A L ARC D EGLY	2500000	250091000	91520
2591196	MONTLHERY	CIE DES ARCHERS DE LA TOUR	2500000	250091000	91310
2591217	SAINT GERMAIN LES CORBEIL	LES ARCHERS ST GERMINOIS	2500000	250091000	91250
2591218	BOISSY LE CUTTE	ASSOCIATION SPORTIVE DE BOISSY LE CUTTE	2500000	250091000	91590
2592002	CLICHY-LA-GARENNE	CIE SAINT PIERRE MONTMART	2500000	250092000	92110
2592009	ISSY LES MOULINEAUX	ARC CLUB ISSY LES MOULINEAUX	2500000	250092000	92130
2592010	ASNIERES SUR SEINE	CIE D'ARC D'ASNIERES	2500000	250092000	92600
2592025	CHAVILLE	CHAVILLE TIR A L'ARC	2500000	250092000	92370
2592028	SURESNES	LES ARCHERS SURESNOIS	2500000	250092000	92500
2592036	VILLE D'AVRAY	CIE D'ARC VILLE D'AVRAY	2500000	250092000	92410
2592061	GARCHES	C T A GARCHES	2500000	250092000	92380
2592067	SEVRES	CIE D'ARC DES BLEUS DE SEVRES	2500000	250092000	92310
2592068	SAINT CLOUD	U A S. TIR A L'ARC	2500000	250092000	92210
2592071	NANTERRE	ENTENTE SPORTIVE DE NANTERRE	2500000	250092000	92000
2592076	SCEAUX-FONTENAY-AUX-ROSES	CIE D'ARC DE SCEAUX-FONTENAY-AUX-ROSES	2500000	250092000	94320
2592081	ANTONY	ARCHERIE CLUB ANTONY	2500000	250092000	92160
2592106	CHATILLON CIE 92	CIE DE TIR A L'ARC DE CHATILLON 92	2500000	250092000	92320
2592112	RUEIL MALMAISON STAR	S.T.A.R.	2500000	250092000	92500
2592133	BOIS COLOMBES	A.B.C.ARCHERS	2500000	250092000	92270
2592148	VILLENEUVE LA GARENNE	LES ARCHERS DE LA FOSSE AUX ASTRES	2500000	250092000	92390
2592155	BAGNEUX	C.O.M. BAGNEUX	2500000	250092000	92220
2592163	LE PLESSIS ROBINSON	LES ARCHERS DU PLESSIS ROBINSON	2500000	250092000	92350
2592201	GENNEVILLIERS	LES ARCHERS GENNEVILLOIS	2500000	250092000	92230
2592209	CHATENAY MALABRY	ARCHERS DU PHENIX	2500000	250092000	92290
2592220	COLOMBES	ARCHERS REUNIS DE COLOMBES	2500000	250092000	92700
2592222	BOULOGNE BILLANCOURT	ATHLETIC CLUB DE BOULOGNE BILLANCOURT	2500000	250092000	92100
2595006	ERMONT	CIE D'ARC D'ERMONT	2500000	250095000	95120
2595008	PONTOISE	CIE ARCHERS DE PONTOISE	2500000	250095000	95300
2595011	MONTMAGNY-DEUIL	1ERE CIE D ARC DE MONTMAGNY-DEUIL	2500000	250095000	95360
2595012	MONTMORENCY	CIE D'ARC DE MONTMORENCY	2500000	250095000	95160
2595017	VILLIERS LE BEL	COMPAGNIE D'ARC VILLIERS LE BEL	2500000	250095000	95400
2595037	SARCELLES	AAS CIE D ARC DE SARCELLES	2500000	250095000	95206
2595045	VIARMES	CIE D'ARC DE VIARMES	2500000	250095000	95270
2595069	ARGENTEUIL	ARCHERS DE CENT NOIX	2500000	250095000	95100
2595105	ECOUEN	LES ARCHERS D'ECOUEN	2500000	250095000	95440
2595111	SANNOIS	LA FLECHE SANNOISIENNE	2500000	250095000	95110
2595114	MENUCOURT	CIE ARC MENUCOURT	2500000	250095000	95180
2595115	SAINT OUEN L'AUMONE	A.S.S.O.A. SECTION TIR A L'ARC	2500000	250095000	95310
2595124	SAINT LEU LA FORET	CIE D'ARC DE ST LEU	2500000	250095000	95740
2595130	GUIRY EN VEXIN	ARCHERS DE GUIRY	2500000	250095000	95450
2595157	ROISSY EN FRANCE	ASAF.CIE DU PELICAN BLANC	2500000	250095000	60500
2595158	OSNY	LES ARCHERS DE GROUCHY	2500000	250095000	95520
2595160	MARLY LA VILLE	CIE D'ARC DE MARLY LA VILLE	2500000	250095000	95670
2595165	VAUREAL	C.O.L.E.G.	2500000	250095000	95490
2595182	MERY SUR OISE	LES ARCHERS DU CHATEAU	2500000	250095000	95540
2595184	PLESSIS BOUCHARD	CIE D ARCHERS DU C.S.P.B.	2500000	250095000	95130
2595186	ST PRIX	LES ARCHERS DE ST PRIX	2500000	250095000	95390
2595190	LOUVRES	COMPAGNIE D ARC DE LOUVRES	2500000	250095000	95380
2595193	ST BRICE SOUS FORET	LES ARCHERS DE ST BRICE	2500000	250095000	95350
2595199	BEAUCHAMP	LES ARCHERS DE BEAUCHAMP	2500000	250095000	95250
2595210	MONTIGNY LES CORMEILLES	LES ARCHERS DE MONTIGNY LES CORMEILLES	2500000	250095000	95370
2595216	ERAGNY SUR OISE	A.S. DES ARCHERS D'ERAGNY SUR OISE	2500000	250095000	95610
2595219	PUISEUX EN FRANCE	COMPAGNIE D'ARC LES DRAGONNIERS	2500000	250095000	95380
2595221	PARMAIN	ARC LOISIR CLUB DE PARMAIN	2500000	250095000	95620
2677003	CHAMBRY	CIE ARC LA FRATERNELLE	2500000	250077000	77910
2677004	CHAMPS SUR MARNE	CIE D'ARC CHAMPS SUR MARNE	2500000	250077000	77420
2677006	CLAYE	1ERE CIE D'ARC DE CLAYE	2500000	250077000	77410
2677008	CONDE SAINTE LIBIAIRE	CIE ARC CONDE LIBIAIRE	2500000	250077000	77450
2677010	COUILLY PONT AUX DAMES	CIE D'ARC DE COUILLY	2500000	250077000	77860
2677011	CRECY LA CHAPELLE	CRECY LA CHAPELLE (CIE D'ARC)	2500000	250077000	77580
2677012	DAMMARTIN EN GOELE	1 ERE CIE D ARC DAMMARTIN EN GOELE	2500000	250077000	77230
2677013	DAMPMART	CIE D'ARC DE DAMPMART	2500000	250077000	77400
2677014	ESBLY	CIE D'ARC D'ESBLY	2500000	250077000	77450
2677015	FONTAINEBLEAU	CIE ARC FONTAINEBLEAU-AVON	2500000	250077000	77300
2677018	LAGNY	CIE D'ARC DE LAGNY	2500000	250077000	77400
2677019	MEAUX	ARC CLUB DE MEAUX	2500000	250077000	77100
2677022	MONTRY	CIE D'ARC DE MONTRY	2500000	250077000	77450
2677027	PROVINS	CIE D'ARC DE PROVINS	2500000	250077000	77171
2677028	QUINCY VOISINS	COMPAGNIE D'ARC DE QUINCY-VOISINS	2500000	250077000	77860
2677032	SAINT GERMAIN SUR MORIN	CIE D'ARC DE ST GERMAIN SUR MORIN	2500000	250077000	77860
2677036	SOUILLY	1ERE CIE D'ARC DE SOUILLY	2500000	250077000	77410
2677038	VERT ST DENIS - CESSON	CIE ARC VERT ST DENIS-CESSON	2500000	250077000	77240
2677040	VILLEPARISIS	U.S.M. VILLEPARISIS	2500000	250077000	77270
2677043	NEMOURS - ST PIERRE	CIE D'ARC DE NEMOURS - ST PIERRE	2500000	250077000	77140
2677050	MOUSSY LE NEUF	ESPOIR SPORTIF MOUSSY LE NEUF	2500000	250077000	77230
2677058	LA ROCHETTE	ASR TIR A L'ARC	2500000	250077000	77000
2677063	ROISSY EN BRIE	1CIE D'ARC DE ROISSY EN BRIE	2500000	250077000	77680
2677064	SAVIGNY LE TEMPLE	SAVIGNY LE TEMPLE TIR A L'ARC	2500000	250077000	77176
2677066	TORCY	TORCY ARCHERIE	2500000	250077000	77200
2677074	MELUN	CLUB SPORTIF ET LOISIR DE LA GENDARMERIE	2500000	250077000	77000
2677079	OZOIR LA FERRIERE	LES ARCHERS D'OZOIR	2500000	250077000	77330
2677083	VOULX	TIR A L'ARC ORVANNAIS	2500000	250077000	77940
2677085	LE MEE SUR SEINE	LE MEE SPORTS TIR A L'ARC	2500000	250077000	77350
2677086	BRIE COMTE ROBERT	LES BLASONS BRIARDS	2500000	250077000	77170
2677088	SAINT PATHUS	CIE. D ARC DE SAINT PATHUS	2500000	250077000	77178
2677089	LE CHATELET EN BRIE	UNION SPORT. CHATELAINE	2500000	250077000	77820
2677091	NANGIS	TIR A L'ARC NANGISSIEN	2500000	250077000	77370
2677098	MAREUIL LES MEAUX	LES ARCHERS DE MAREUIL	2500000	250077000	77100
2677099	CHALMAISON	CIE D ARC DE CHALMAISON	2500000	250077000	77650
2677102	CHAUMES EN BRIE	LES ARCHERS CALMETIENS	2500000	250077000	77390
2677103	EMERAINVILLE	MALNOUE EMERAINVILLE SPORTS	2500000	250077000	77420
2677104	VERNEUIL L'ETANG	LES ARCHERS DE LA PIERRE BLANCHE	2500000	250077000	77390
2677105	SAINT MARD	LES ARCHERS DE SAINT MARD	2500000	250077000	77230
2677108	ST GERMAIN LAVAL	ARCHERIE DE PONTVILLE	2500000	250077000	77130
2677109	MITRY MORY	1ERE CIE D ARC DE MITRY MORY	2500000	250077000	77290
2677111	CHELLES	CHELLES ARC CLUB	2500000	250077000	77500
2677112	BUSSY ST GEORGES	LA DOUBLE DETENTE DE BUSSY	2500000	250077000	77600
2677114	BOIS LE ROI	U.S.B. TIR A L'ARC	2500000	250077000	77590
2677117	TOURNAN EN BRIE	LES ARCHERS DE LA MARSANGE	2500000	250077000	77220
2677119	CANNES ECLUSE	TIR A L'ARC DE CANNES ECLUSE	2500000	250077000	77130
2677120	ANNET SUR MARNE	1ERE CIE D'ARC D'ANNET/MARNE	2500000	250077000	77410
2677121	CREGY LES MEAUX	ACS	2500000	250077000	77124
2677122	MOUROUX	ARC CLUB DE MOUROUX	2500000	250077000	77120
2677124	MONTEREAU FAULT YONNE	ARCHERIE MONTERELAISE	2500000	250077000	77130
2677126	PONTAULT COMBAULT	LES ARCHERS DU PAAC	2500000	250077000	77340
2677128	ST THIBAULT DES VIGNES	LES ARCHERS DE SAINT THIBAULT	2500000	250077000	77340
2677130	VERNOU LA CELLE SUR SEINE	LES ARCHERS DES 7 MOULINS	2500000	250077000	77670
2693002	BONDY CIE	COMPAGNIE D'ARC DE BONDY	2500000	250093000	93140
2693007	CLICHY SOUS BOIS	CIE D'ARC DE CLICHY SOUS BOIS	2500000	250093000	93390
2693017	GAGNY	GAGNY 1ERE CIE D'ARC USM	2500000	250093000	93220
2693020	MONTFERMEIL 1ER CIE	1ER CIE D'ARC DE MONTFERMEIL	2500000	250093000	93370
2693021	MONTREUIL 1ER	1ERE CIE ARC MONTREUIL	2500000	250093000	93100
2693024	NOISY LE GRAND	2E CIE ARC NOISY-GRAND	2500000	250093000	93160
2693025	NOISY LE SEC	CIE D'ARC NOISY LE SEC	2500000	250093000	93130
2693026	PANTIN	CIE D'ARC DE PANTIN	2500000	250093000	93500
2693029	ROMAINVILLE	CIE D'ARC ROMAINVILLE	2500000	250093000	93230
2693030	ROSNY S/ BOIS CIE	COMPAGNIE D'ARC  L'UNION	2500000	250093000	93110
2693035	SEVRAN	CIE D'ARC DE SEVRAN	2500000	250093000	93270
2693039	VILLEMOMBLE	VILLEMOMBLE ( CIE D'ARC )	2500000	250093000	93250
2693045	MONTREUIL 2E	2EME CIE D'ARC MONTREUIL	2500000	250093000	93100
2693057	BAGNOLET	C.A.BAGNOLET BELLEVILLE	2500000	250093000	93170
